Varenavn,Årsforbrug,Pris,Ordreomkostning,Rentesats,Kategori,Leverandør,Lagerlokation,Varenummer,Enhed,Minimumslagerbeholdning,Leveringstid (dage),Status
Vare-0845,1606,6603,276,4.9,Tools,Logitech Nordic,Hylde B2-24,SKU-0845,Æske,241,4,Aktiv
Vare-0846,2595,1738,189,5.2,Belysning,HP Inc Danmark,Lager Zone 2,SKU-0846,Kasse,389,7,Aktiv
Vare-0847,704,7191,362,5.1,Tools,Logitech Nordic,Tilbehør Zone 55,SKU-0847,Pakke,106,2,Aktiv
Vare-0848,540,10895,119,4.6,Tilbehør,HP Inc Danmark,IT-Lager Zone 23,SKU-0848,Pakke,81,5,Aktiv
Vare-0849,1965,2658,369,3.9,Kontorartikler,Samsung Electronics,Hylde A1-35,SKU-0849,Rulle,295,4,Fase Ud
Vare-0850,3200,1404,101,3.5,Tilbehør,Samsung Electronics,Hylde A2-87,SKU-0850,Sæt,480,11,Aktiv
Vare-0851,795,2001,237,5.4,IT Hardware,Dell Danmark A/S,Hylde A2-98,SKU-0851,Stk,119,10,Fase Ud
Vare-0852,1921,4109,262,3.5,Tools,CableWorld ApS,Lager Zone 73,SKU-0852,Æske,288,7,Aktiv
Vare-0853,3360,5531,283,5.8,Kontorartikler,CableWorld ApS,IT-Lager Zone 13,SKU-0853,Æske,504,4,Aktiv
Vare-0854,2739,1423,455,3.9,Kontorartikler,CableWorld ApS,IT-Lager Zone 93,SKU-0854,Stk,411,1,Aktiv
Vare-0855,2013,2501,452,5.3,Møbel,ErgoShop ApS,Hylde B1-2,SKU-0855,Rulle,302,5,Fase Ud
Vare-0856,4496,11894,391,5.7,Belysning,ErgoShop ApS,IT-Lager Zone 94,SKU-0856,Pakke,674,1,Aktiv
Vare-0857,1175,5463,391,4.1,Kabler,ASUS Denmark,IT-Lager Zone 89,SKU-0857,Pakke,176,5,Fase Ud
Vare-0858,4663,10732,452,5.8,Electronics,OfficeSupply A/S,Lager Zone 46,SKU-0858,Kasse,699,9,Aktiv
Vare-0859,2447,7281,429,5.2,IT Hardware,CableWorld ApS,Hylde A2-88,SKU-0859,Stk,367,4,Aktiv
Vare-0860,3276,13980,186,3.8,IT Hardware,Apple Denmark,Hylde A2-69,SKU-0860,Pakke,491,2,Aktiv
Vare-0861,268,4872,98,4.2,Kontorartikler,ErgoShop ApS,Hylde A1-76,SKU-0861,Rulle,40,1,Aktiv
Vare-0862,2895,5775,357,4.1,Kabler,Logitech Nordic,Hylde A2-69,SKU-0862,Rulle,434,5,Aktiv
Vare-0863,3972,4373,326,3.9,Electronics,Lenovo Denmark,Hylde A1-77,SKU-0863,Æske,596,9,Aktiv
Vare-0864,3031,3103,124,3.6,Electronics,CableWorld ApS,Hylde A2-19,SKU-0864,Pakke,455,11,Aktiv
Vare-0865,932,12322,286,5.8,Tools,Apple Denmark,IT-Lager Zone 29,SKU-0865,Pakke,140,13,Aktiv
Vare-0866,836,9259,152,4.5,Ergonomi,HP Inc Danmark,Hylde A1-73,SKU-0866,Stk,125,10,Aktiv
Vare-0867,1110,12574,385,3.9,Kabler,HP Inc Danmark,Hylde B2-39,SKU-0867,Sæt,166,6,Aktiv
Vare-0868,4993,871,431,4.4,Kontorartikler,HP Inc Danmark,Hylde A1-9,SKU-0868,Kasse,749,4,Aktiv
Vare-0869,257,1725,235,3.5,Electronics,Dell Danmark A/S,Hylde B2-98,SKU-0869,Æske,39,5,Aktiv
Vare-0870,2756,1233,424,5.5,Tools,Apple Denmark,Hylde A1-71,SKU-0870,Sæt,413,5,Fase Ud
Vare-0871,144,10261,381,4.1,Ergonomi,Logitech Nordic,Lager Zone 62,SKU-0871,Rulle,22,9,Aktiv
Vare-0872,821,13066,423,3.5,Electronics,Apple Denmark,Warehouse-87,SKU-0872,Rulle,123,2,Aktiv
Vare-0873,2482,8346,141,6.1,Kontorartikler,ASUS Denmark,Lager Zone 67,SKU-0873,Stk,372,10,Aktiv
Vare-0874,686,4704,474,4.9,Kontorartikler,Lenovo Denmark,Hylde B1-23,SKU-0874,Rulle,103,8,Aktiv
Vare-0875,3763,14559,320,6.1,Kabler,Lenovo Denmark,Warehouse-94,SKU-0875,Rulle,564,3,Aktiv
Vare-0876,3698,13397,354,5.7,Tools,HP Inc Danmark,IT-Lager Zone 33,SKU-0876,Sæt,555,8,Fase Ud
Vare-0877,4682,3334,247,3.6,IT Hardware,CableWorld ApS,Hylde B2-31,SKU-0877,Rulle,702,10,Fase Ud
Vare-0878,4354,4057,292,4.3,Møbel,OfficeSupply A/S,Tilbehør Zone 90,SKU-0878,Kasse,653,11,Aktiv
Vare-0879,229,2875,468,4.4,Kabler,Logitech Nordic,Tilbehør Zone 84,SKU-0879,Pakke,34,11,Aktiv
Vare-0880,806,12315,281,5.2,Kabler,CableWorld ApS,Hylde A2-8,SKU-0880,Kasse,121,11,Aktiv
Vare-0881,3995,8473,455,4.9,Warehouse,Dell Danmark A/S,Tilbehør Zone 89,SKU-0881,Æske,599,10,Aktiv
Vare-0882,2012,12419,107,3.9,Ergonomi,Logitech Nordic,Hylde B1-93,SKU-0882,Pakke,302,2,Fase Ud
Vare-0883,1976,3955,274,4.8,Kabler,Apple Denmark,Warehouse-42,SKU-0883,Sæt,296,8,Aktiv
Vare-0884,3742,14981,418,5.3,Tilbehør,Samsung Electronics,IT-Lager Zone 27,SKU-0884,Stk,561,5,Fase Ud
Vare-0885,4844,11266,258,3.6,Electronics,CableWorld ApS,Warehouse-22,SKU-0885,Pakke,727,5,Fase Ud
Vare-0886,1414,10042,97,3.7,Tools,CableWorld ApS,Warehouse-1,SKU-0886,Sæt,212,2,Fase Ud
Vare-0887,209,11239,375,4.8,Electronics,OfficeSupply A/S,Hylde A1-51,SKU-0887,Rulle,31,12,Aktiv
Vare-0888,3433,9309,277,5,Kabler,Dell Danmark A/S,Lager Zone 16,SKU-0888,Kasse,515,5,Aktiv
Vare-0889,4611,13870,472,4.2,Tools,Apple Denmark,Hylde A2-9,SKU-0889,Stk,692,7,Aktiv
Vare-0890,983,12479,148,3.5,Belysning,ASUS Denmark,Hylde A1-58,SKU-0890,Pakke,147,12,Fase Ud
Vare-0891,1406,9477,430,5.6,Belysning,ErgoShop ApS,IT-Lager Zone 38,SKU-0891,Æske,211,12,Aktiv
Vare-0892,792,9750,149,6.1,Tools,Samsung Electronics,Hylde A2-33,SKU-0892,Kasse,119,4,Fase Ud
Vare-0893,2377,8742,84,5.2,Ergonomi,ErgoShop ApS,IT-Lager Zone 98,SKU-0893,Rulle,357,6,Aktiv
Vare-0894,237,1622,301,5.6,IT Hardware,HP Inc Danmark,Hylde A1-10,SKU-0894,Sæt,36,13,Fase Ud
Vare-0895,4457,4805,440,5.9,Electronics,Apple Denmark,Lager Zone 12,SKU-0895,Kasse,669,10,Fase Ud
Vare-0896,4824,2391,278,5.9,Electronics,Samsung Electronics,Warehouse-32,SKU-0896,Sæt,724,2,Aktiv
Vare-0897,3891,3623,159,3.7,Electronics,Lenovo Denmark,Tilbehør Zone 7,SKU-0897,Stk,584,1,Aktiv
Vare-0898,947,2414,236,5.4,Warehouse,Logitech Nordic,Hylde B1-30,SKU-0898,Stk,142,1,Aktiv
Vare-0899,3705,7352,384,5.8,Ergonomi,ASUS Denmark,Lager Zone 88,SKU-0899,Rulle,556,11,Aktiv
Vare-0900,3470,8888,204,4.2,Kabler,Logitech Nordic,Hylde B1-76,SKU-0900,Sæt,520,9,Aktiv
Vare-0901,3226,5541,159,3.9,IT Hardware,Logitech Nordic,Hylde B2-36,SKU-0901,Pakke,484,6,Fase Ud
Vare-0902,1994,5706,80,3.5,Electronics,Samsung Electronics,Warehouse-78,SKU-0902,Æske,299,2,Aktiv
Vare-0903,4850,5915,96,5.5,IT Hardware,Apple Denmark,Hylde B2-43,SKU-0903,Pakke,728,9,Aktiv
Vare-0904,3339,3205,446,4,Tools,ASUS Denmark,Hylde A2-2,SKU-0904,Pakke,501,8,Aktiv
Vare-0905,3925,6541,160,4.1,Ergonomi,Logitech Nordic,Hylde B1-83,SKU-0905,Sæt,589,10,Aktiv
Vare-0906,729,8565,317,3.5,IT Hardware,Dell Danmark A/S,Lager Zone 93,SKU-0906,Sæt,109,9,Aktiv
Vare-0907,3991,10012,403,4.7,Kontorartikler,ASUS Denmark,Lager Zone 93,SKU-0907,Æske,599,10,Aktiv
Vare-0908,2564,14249,431,6,Ergonomi,OfficeSupply A/S,IT-Lager Zone 14,SKU-0908,Stk,385,13,Aktiv
Vare-0909,3194,2204,374,5.1,Ergonomi,Apple Denmark,Hylde B2-27,SKU-0909,Pakke,479,13,Fase Ud
Vare-0910,254,8767,108,5.3,Belysning,HP Inc Danmark,Lager Zone 53,SKU-0910,Sæt,38,5,Aktiv
Vare-0911,1804,12597,136,6,Kabler,Lenovo Denmark,Warehouse-85,SKU-0911,Kasse,271,6,Aktiv
Vare-0912,2458,4141,161,3.5,IT Hardware,ErgoShop ApS,Tilbehør Zone 62,SKU-0912,Pakke,369,7,Aktiv
Vare-0913,124,14218,337,4.7,Warehouse,ASUS Denmark,Hylde A1-28,SKU-0913,Æske,19,8,Aktiv
Vare-0914,3531,13004,141,4.3,Møbel,OfficeSupply A/S,Hylde B1-10,SKU-0914,Stk,530,6,Aktiv
Vare-0915,2571,3508,112,3.5,Kabler,CableWorld ApS,Warehouse-12,SKU-0915,Pakke,386,9,Fase Ud
Vare-0916,1440,3062,427,3.8,Belysning,Apple Denmark,Hylde B2-7,SKU-0916,Stk,216,10,Aktiv
Vare-0917,3602,461,274,6,Ergonomi,ErgoShop ApS,IT-Lager Zone 95,SKU-0917,Æske,540,4,Aktiv
Vare-0918,4930,11963,206,5.3,Kontorartikler,Lenovo Denmark,Hylde A1-98,SKU-0918,Kasse,740,1,Aktiv
Vare-0919,3280,4873,95,4.5,Møbel,Samsung Electronics,Tilbehør Zone 85,SKU-0919,Pakke,492,12,Fase Ud
Vare-0920,2755,4966,193,5.7,Kontorartikler,ASUS Denmark,Lager Zone 31,SKU-0920,Sæt,413,5,Aktiv
Vare-0921,2663,11727,169,4.8,Belysning,HP Inc Danmark,Tilbehør Zone 18,SKU-0921,Sæt,399,10,Fase Ud
Vare-0922,4853,14368,116,4,IT Hardware,CableWorld ApS,Hylde A1-47,SKU-0922,Æske,728,12,Aktiv
Vare-0923,446,426,341,4.3,Møbel,CableWorld ApS,Hylde A1-12,SKU-0923,Kasse,67,11,Aktiv
Vare-0924,4758,11535,297,5.1,Kontorartikler,OfficeSupply A/S,IT-Lager Zone 44,SKU-0924,Stk,714,13,Aktiv
Vare-0925,506,4074,144,5.1,Kabler,Logitech Nordic,Hylde B1-26,SKU-0925,Pakke,76,4,Aktiv
Vare-0926,4509,2913,361,4.5,Ergonomi,ErgoShop ApS,Hylde B2-46,SKU-0926,Stk,676,3,Fase Ud
Vare-0927,2707,12919,420,4.7,Warehouse,Lenovo Denmark,Warehouse-27,SKU-0927,Æske,406,3,Aktiv
Vare-0928,2648,9543,89,5.2,Electronics,Apple Denmark,Tilbehør Zone 66,SKU-0928,Pakke,397,5,Aktiv
Vare-0929,4085,10844,105,4.4,Warehouse,Logitech Nordic,Hylde B2-93,SKU-0929,Stk,613,4,Aktiv
Vare-0930,2405,9250,177,5.6,Møbel,OfficeSupply A/S,Hylde B1-9,SKU-0930,Kasse,361,3,Fase Ud
Vare-0931,283,1985,347,5.4,Kabler,ASUS Denmark,Hylde B2-95,SKU-0931,Rulle,42,1,Aktiv
Vare-0932,1094,89,321,4.1,Warehouse,Apple Denmark,Lager Zone 77,SKU-0932,Kasse,164,6,Aktiv
Vare-0933,3980,1000,440,5.9,Tools,Samsung Electronics,Hylde B2-76,SKU-0933,Kasse,597,12,Aktiv
Vare-0934,1997,10009,138,5.5,Kabler,ASUS Denmark,Hylde A1-82,SKU-0934,Pakke,300,11,Aktiv
Vare-0935,2295,11236,202,4.8,Ergonomi,CableWorld ApS,Hylde A1-66,SKU-0935,Stk,344,11,Aktiv
Vare-0936,4750,360,198,4.7,IT Hardware,Samsung Electronics,Lager Zone 15,SKU-0936,Stk,712,10,Aktiv
Vare-0937,130,14105,440,4.4,Tilbehør,Logitech Nordic,Warehouse-36,SKU-0937,Kasse,20,1,Aktiv
Vare-0938,3014,8346,305,4.5,Ergonomi,Dell Danmark A/S,Hylde B1-48,SKU-0938,Sæt,452,10,Aktiv
Vare-0939,784,5718,184,4.2,Ergonomi,Samsung Electronics,Hylde A1-64,SKU-0939,Pakke,118,9,Aktiv
Vare-0940,490,7363,202,5.3,Ergonomi,HP Inc Danmark,IT-Lager Zone 84,SKU-0940,Pakke,74,4,Fase Ud
Vare-0941,295,14977,83,3.7,Ergonomi,Lenovo Denmark,Hylde B2-52,SKU-0941,Rulle,44,4,Aktiv
Vare-0942,921,6771,471,4.5,IT Hardware,OfficeSupply A/S,IT-Lager Zone 85,SKU-0942,Stk,138,2,Aktiv
Vare-0943,4711,2694,148,4.9,Tilbehør,ASUS Denmark,Hylde B2-57,SKU-0943,Sæt,707,7,Fase Ud
Vare-0944,3604,9334,336,5.5,Møbel,Lenovo Denmark,Lager Zone 54,SKU-0944,Sæt,541,2,Aktiv
Vare-0945,3841,1822,183,5.4,Electronics,OfficeSupply A/S,Warehouse-69,SKU-0945,Pakke,576,5,Aktiv
Vare-0946,1428,8740,316,6.1,IT Hardware,Logitech Nordic,Hylde A1-50,SKU-0946,Kasse,214,4,Aktiv
Vare-0947,4534,6216,374,4.6,Warehouse,Lenovo Denmark,Lager Zone 38,SKU-0947,Sæt,680,8,Aktiv
Vare-0948,395,5423,473,5.9,Electronics,Samsung Electronics,Warehouse-83,SKU-0948,Pakke,59,6,Aktiv
Vare-0949,4398,12080,182,5.5,Kabler,ASUS Denmark,Warehouse-68,SKU-0949,Æske,660,1,Fase Ud
Vare-0950,1470,10094,115,5.8,IT Hardware,Apple Denmark,Hylde A2-64,SKU-0950,Stk,220,8,Aktiv
Vare-0951,627,1726,378,4.6,Belysning,Lenovo Denmark,Hylde A2-65,SKU-0951,Sæt,94,8,Aktiv
Vare-0952,2765,10263,155,6.1,Tilbehør,OfficeSupply A/S,IT-Lager Zone 2,SKU-0952,Stk,415,5,Aktiv
Vare-0953,2773,14237,276,4.2,Kontorartikler,Apple Denmark,Tilbehør Zone 78,SKU-0953,Stk,416,3,Aktiv
Vare-0954,2471,9552,185,4,Kontorartikler,Lenovo Denmark,Hylde A2-23,SKU-0954,Æske,371,13,Aktiv
Vare-0955,752,6496,425,3.8,Møbel,HP Inc Danmark,Warehouse-17,SKU-0955,Æske,113,9,Aktiv
Vare-0956,117,8349,222,4.6,Ergonomi,Dell Danmark A/S,Tilbehør Zone 68,SKU-0956,Pakke,18,12,Aktiv
Vare-0957,3814,4705,135,3.7,IT Hardware,Dell Danmark A/S,IT-Lager Zone 22,SKU-0957,Rulle,572,3,Aktiv
Vare-0958,2897,552,478,4.6,Møbel,HP Inc Danmark,Hylde A2-6,SKU-0958,Æske,435,1,Aktiv
Vare-0959,105,8703,268,3.7,Møbel,Apple Denmark,Lager Zone 40,SKU-0959,Æske,16,4,Fase Ud
Vare-0960,2553,459,181,3.9,Warehouse,ErgoShop ApS,Tilbehør Zone 67,SKU-0960,Sæt,383,1,Fase Ud
Vare-0961,4893,9266,96,5.3,Tilbehør,ErgoShop ApS,IT-Lager Zone 82,SKU-0961,Kasse,734,6,Aktiv
Vare-0962,1951,11515,314,4.3,IT Hardware,Lenovo Denmark,Hylde B2-24,SKU-0962,Rulle,293,11,Aktiv
Vare-0963,2371,3596,326,3.9,Kabler,Samsung Electronics,Hylde A1-15,SKU-0963,Sæt,356,7,Fase Ud
Vare-0964,2130,4759,106,4.9,Belysning,ASUS Denmark,Hylde B2-76,SKU-0964,Pakke,320,6,Aktiv
Vare-0965,1137,7618,88,4,Møbel,Apple Denmark,Hylde B1-57,SKU-0965,Stk,171,7,Fase Ud
Vare-0966,1315,7951,486,3.8,Warehouse,HP Inc Danmark,Tilbehør Zone 81,SKU-0966,Pakke,197,1,Aktiv
Vare-0967,1241,10547,362,5,Kontorartikler,OfficeSupply A/S,Hylde B2-65,SKU-0967,Sæt,186,11,Aktiv
Vare-0968,1813,13453,264,4.7,Møbel,Lenovo Denmark,IT-Lager Zone 52,SKU-0968,Sæt,272,1,Aktiv
Vare-0969,3492,9682,180,6.1,Tilbehør,OfficeSupply A/S,Hylde B2-84,SKU-0969,Pakke,524,5,Aktiv
Vare-0970,2384,7089,379,4.7,Electronics,Logitech Nordic,Warehouse-90,SKU-0970,Kasse,358,7,Aktiv
Vare-0971,1493,11480,493,5.1,Kontorartikler,ErgoShop ApS,Tilbehør Zone 90,SKU-0971,Æske,224,8,Fase Ud
Vare-0972,4242,7247,288,5.3,Tools,OfficeSupply A/S,Hylde A2-1,SKU-0972,Stk,636,2,Aktiv
Vare-0973,421,9257,370,4.3,Warehouse,Apple Denmark,Hylde B1-68,SKU-0973,Kasse,63,3,Aktiv
Vare-0974,2529,1362,247,4.4,Electronics,Logitech Nordic,Hylde A2-8,SKU-0974,Sæt,379,4,Aktiv
Vare-0975,4455,2074,107,3.5,Warehouse,Samsung Electronics,Hylde B1-62,SKU-0975,Stk,668,2,Aktiv
Vare-0976,2759,13413,405,5.1,Kabler,HP Inc Danmark,Hylde A1-87,SKU-0976,Rulle,414,1,Fase Ud
Vare-0977,362,316,402,5.6,Belysning,CableWorld ApS,IT-Lager Zone 94,SKU-0977,Sæt,54,4,Fase Ud
Vare-0978,3949,897,286,3.9,Warehouse,Dell Danmark A/S,Warehouse-4,SKU-0978,Pakke,592,10,Aktiv
Vare-0979,3814,11473,216,4.2,Kontorartikler,Lenovo Denmark,Tilbehør Zone 78,SKU-0979,Æske,572,12,Aktiv
Vare-0980,2261,6362,290,5.9,Electronics,ErgoShop ApS,Hylde A1-98,SKU-0980,Æske,339,13,Aktiv
Vare-0981,715,107,165,3.7,Kontorartikler,Samsung Electronics,IT-Lager Zone 63,SKU-0981,Rulle,107,5,Aktiv
Vare-0982,2346,14734,141,3.5,Kabler,Apple Denmark,Warehouse-48,SKU-0982,Kasse,352,9,Aktiv
Vare-0983,4930,4168,326,5.7,Kabler,ASUS Denmark,Hylde B2-52,SKU-0983,Rulle,740,4,Fase Ud
Vare-0984,479,1994,393,3.7,Kabler,CableWorld ApS,Hylde B1-62,SKU-0984,Pakke,72,12,Aktiv
Vare-0985,2008,5061,386,5,Møbel,Logitech Nordic,Hylde A1-1,SKU-0985,Sæt,301,2,Fase Ud
Vare-0986,370,4041,430,3.7,Kontorartikler,Logitech Nordic,Lager Zone 3,SKU-0986,Sæt,56,6,Aktiv
Vare-0987,4989,10121,261,6.1,Kabler,OfficeSupply A/S,Tilbehør Zone 50,SKU-0987,Kasse,748,9,Aktiv
Vare-0988,4428,5660,162,4.9,Kabler,Lenovo Denmark,IT-Lager Zone 43,SKU-0988,Sæt,664,4,Aktiv
Vare-0989,3596,7927,393,5,Kontorartikler,Lenovo Denmark,Hylde B2-9,SKU-0989,Stk,539,3,Aktiv
Vare-0990,2948,849,453,5.3,Belysning,ASUS Denmark,IT-Lager Zone 47,SKU-0990,Æske,442,4,Aktiv
Vare-0991,1770,4430,284,4.7,Warehouse,Samsung Electronics,Warehouse-89,SKU-0991,Sæt,266,10,Fase Ud
Vare-0992,4574,892,398,3.5,Belysning,Dell Danmark A/S,IT-Lager Zone 81,SKU-0992,Kasse,686,5,Fase Ud
Vare-0993,3538,8116,89,4.6,Ergonomi,Samsung Electronics,Hylde A2-75,SKU-0993,Æske,531,13,Aktiv
Vare-0994,1635,7032,303,5.9,Kontorartikler,HP Inc Danmark,Hylde A2-46,SKU-0994,Kasse,245,9,Aktiv
Vare-0995,4912,6902,252,5.5,Tilbehør,Lenovo Denmark,IT-Lager Zone 91,SKU-0995,Æske,737,12,Fase Ud
Vare-0996,3423,316,210,4.4,Warehouse,Dell Danmark A/S,Lager Zone 79,SKU-0996,Kasse,513,13,Aktiv
Vare-0997,2510,6563,272,4.8,Belysning,HP Inc Danmark,Warehouse-54,SKU-0997,Sæt,376,2,Aktiv
Vare-0998,4370,4698,445,5.6,IT Hardware,Samsung Electronics,IT-Lager Zone 55,SKU-0998,Rulle,656,13,Aktiv
Vare-0999,3060,13039,277,5,Tools,HP Inc Danmark,Warehouse-62,SKU-0999,Stk,459,3,Aktiv
Vare-1000,1950,1416,196,5.3,Warehouse,OfficeSupply A/S,IT-Lager Zone 27,SKU-1000,Æske,292,11,Aktiv
